Program ID of SkyWatcher Network training:31639

Program command: 
 ['/home/hxie1/Projects/OvarianCancer/TrainSkyWacherPurePrediction.py', '/home/hxie1/temp_netParameters/OvarianCancer/SkyWatcher', '/home/hxie1/data/OvarianCancerCT/Extract_ps2_2_5/Images_ROI_29_140_140', '/home/hxie1/data/OvarianCancerCT/patientResponseDict.json']

Major program changes: 
                      merge train and test dataMgr into one.
                      when epoch %5 ==0, do not use mixup.
                      Directly use 3D data for treatment prediction without segmentation. 
                      Number of filters in encoder is 128 

Experiment setting for Image3d ROI to response:
Input CT data: 29*140*140  3D CT raw image ROI with spacing size(5*2*2)

Predictive Model: 1,  first 3-layer dense conv block with channel size 128.
                  2,  and 3 dense conv DownBB blocks,  each of which includes a stride 2 conv and 3-layers dense conv block; 
                  3,  and 3 fully connected layers  changes the tensor into size 2*1;
                  4,  final a softmax for binary classification;
                  Total network learning parameters are 8 million.
                  Network architecture is referred at https://github.com/Hui-Xie/OvarianCancer/blob/master/SkyWatcherModel.py

response Loss Function:   focus loss  with weight [3.3, 1.4] for [0,1] class separately, as [0,1] uneven distribution.

Data:   training data has 113 patients, and valdiation data has 27 patients with training/test rate 80/20.
        We randomize all data, and then assign same distrubtion of treat reponse 0,1 into to training and test data set.


Training strategy:  50% probability of data are mixed up with beta distribution with alpha =0.4, to feed into network for training. 
                    No other data augmentation, and no dropout.  

                    Learning Scheduler:  Reduce learning rate on  plateau, and learning rate patience is 30 epochs.                                

            

Program starting Time: 2019-06-11 11:01:13.543762
Info: netPath = /home/hxie1/temp_netParameters/OvarianCancer/SkyWatcher

Now program get 140 input files.
Infor: In all data of 140 files, respone 0 has 41 files,
	  and response 1 has 99 files 
==== Regenerate training set and validation set by random with same distribution of 0 and 1 ==== 
Infor: Validation Set has 27 files,and Training Set has 113 files
TrainTestData Input:  batchSize=4, depth=29, height=140, width=140

Info: the size of bottle neck in the net = 128* (1, 7, 7)

Info: program uses Mixup with alpha=0.4, and mixupProb = 0.5.
Network trains from scratch.
Network has total 8,134,012 parameters.
Infor: Cross Entropy Weight: [3.3333333333333335, 1.4285714285714286] for label[0, 1]
Info: program will use 4 GPUs.
Loss Functions List: FocalCELoss with weight of 1; 

Hints: Optimal_Result = Yes = 1,  Optimal_Result = No = 0 

Epoch	TrLoss		Accura	TPR_r	TsLoss		Accura	TPR_r
87	0.1788		0.0000	0.0000	0.1765		0.5000	1.0000
88	0.1685		0.0000	0.0000	0.1765		0.5000	1.0000
89	0.1725		0.7500	1.0000	0.1725		0.7500	1.0000
90	0.1725		0.7500	1.0000	0.1725		0.7500	1.0000
91	0.1791		0.2500	1.0000	0.1725		0.7500	1.0000
92	0.1788		0.0000	0.0000	0.1789		0.2500	1.0000
93	0.1763		0.5000	1.0000	0.1725		0.7500	1.0000
94	0.1716		0.0000	0.0000	0.1725		0.7500	1.0000
95	0.1725		0.7500	1.0000	0.1761		0.5000	1.0000
96	0.1725		0.0000	0.0000	0.1726		0.7500	1.0000
97	0.1667		1.0000	1.0000	0.1760		0.5000	1.0000
98	0.1760		0.0000	0.0000	0.1760		0.5000	1.0000
99	0.1726		0.7500	1.0000	0.1760		0.5000	1.0000
100	0.1760		0.5000	1.0000	0.1726		0.7500	1.0000
101	0.1726		0.0000	0.0000	0.1726		0.7500	1.0000
102	0.1672		0.0000	0.0000	0.1760		0.5000	1.0000
103	0.1760		0.5000	1.0000	0.1726		0.7500	1.0000
104	0.1669		1.0000	1.0000	0.1668		1.0000	1.0000
105	0.1760		0.5000	1.0000	0.1760		0.5000	1.0000
106	0.1668		1.0000	1.0000	0.1761		0.5000	1.0000
107	0.1667		0.0000	0.0000	0.1725		0.7500	1.0000
108	0.1762		0.0000	0.0000	0.1725		0.7500	1.0000
109	0.1763		0.5000	1.0000	0.1725		0.7500	1.0000
110	0.1725		0.7500	1.0000	0.1725		0.7500	1.0000
111	0.1763		0.5000	1.0000	0.1725		0.7500	1.0000
112	0.1666		0.0000	0.0000	0.1725		0.7500	1.0000
113	0.1725		0.0000	0.0000	0.1791		0.2500	1.0000
114	0.1725		0.0000	0.0000	0.1725		0.7500	1.0000
115	0.1792		0.2500	1.0000	0.1656		1.0000	1.0000
116	0.1724		0.7500	1.0000	0.1724		0.7500	1.0000
117	0.1724		0.7500	1.0000	0.1656		1.0000	1.0000
118	0.1724		0.7500	1.0000	0.1724		0.7500	1.0000
119	0.1724		0.0000	0.0000	0.1724		0.7500	1.0000
120	0.1724		0.7500	1.0000	0.1766		0.5000	1.0000
121	0.1724		0.0000	0.0000	0.1724		0.7500	1.0000
122	0.1724		0.0000	0.0000	0.1654		1.0000	1.0000
123	0.1654		1.0000	1.0000	0.1767		0.5000	1.0000
124	0.1683		0.0000	0.0000	0.1767		0.5000	1.0000
125	0.1653		1.0000	1.0000	0.1724		0.7500	1.0000
126	0.1651		1.0000	1.0000	0.1650		1.0000	1.0000
127	0.1659		0.0000	0.0000	0.1648		1.0000	1.0000
128	0.1724		0.7500	1.0000	0.1770		0.5000	1.0000
129	0.1724		0.7500	1.0000	0.1771		0.5000	1.0000
130	0.1723		0.7500	1.0000	0.1772		0.5000	1.0000
131	0.1722		0.0000	0.0000	0.1641		1.0000	1.0000
132	0.1641		1.0000	1.0000	0.1723		0.7500	1.0000
133	0.1773		0.5000	1.0000	0.1723		0.7500	1.0000
134	0.1774		0.5000	1.0000	0.1637		1.0000	1.0000
135	0.1809		0.2500	1.0000	0.1636		1.0000	1.0000
136	0.1636		1.0000	1.0000	0.1775		0.5000	1.0000
137	0.1760		0.0000	0.0000	0.1635		1.0000	1.0000
138	0.1723		0.7500	1.0000	0.1776		0.5000	1.0000
139	0.1776		0.5000	1.0000	0.1776		0.5000	1.0000
140	0.1634		1.0000	1.0000	0.1633		1.0000	1.0000
141	0.1812		0.2500	1.0000	0.1632		1.0000	1.0000
142	0.1722		0.7500	1.0000	0.1777		0.5000	1.0000
143	0.1729		0.0000	0.0000	0.1777		0.5000	1.0000
144	0.1656		0.0000	0.0000	0.1777		0.5000	1.0000
145	0.1722		0.7500	1.0000	0.1777		0.5000	1.0000
146	0.1710		0.0000	0.0000	0.1722		0.7500	1.0000
147	0.1655		0.0000	0.0000	0.1722		0.7500	1.0000
148	0.1629		1.0000	1.0000	0.1628		1.0000	1.0000
149	0.1722		0.0000	0.0000	0.1722		0.7500	1.0000
150	0.1779		0.5000	1.0000	0.1780		0.5000	1.0000
151	0.1780		0.5000	1.0000	0.1722		0.7500	1.0000
152	0.1721		0.0000	0.0000	0.1624		1.0000	1.0000
153	0.1724		0.0000	0.0000	0.1722		0.7500	1.0000
154	0.1722		0.7500	1.0000	0.1623		1.0000	1.0000
155	0.1722		0.7500	1.0000	0.1781		0.5000	1.0000
156	0.1720		0.0000	0.0000	0.1722		0.7500	1.0000
157	0.1781		0.5000	1.0000	0.1722		0.7500	1.0000
158	0.1622		0.0000	0.0000	0.1721		0.7500	1.0000
159	0.1652		0.0000	0.0000	0.1782		0.5000	1.0000
160	0.1620		1.0000	1.0000	0.1721		0.7500	1.0000
161	0.1670		0.0000	0.0000	0.1618		1.0000	1.0000
162	0.1706		0.0000	0.0000	0.1721		0.7500	1.0000
163	0.1784		0.0000	0.0000	0.1615		1.0000	1.0000
164	0.1615		1.0000	1.0000	0.1721		0.7500	1.0000
165	0.1721		0.7500	1.0000	0.1612		1.0000	1.0000
166	0.1612		1.0000	1.0000	0.1721		0.7500	1.0000
167	0.1721		0.7500	1.0000	0.1609		1.0000	1.0000
168	0.1788		0.0000	0.0000	0.1608		1.0000	1.0000
169	0.1720		0.0000	0.0000	0.1720		0.7500	1.0000
170	0.1788		0.5000	1.0000	0.1606		1.0000	1.0000
171	0.1789		0.5000	1.0000	0.1789		0.5000	1.0000
172	0.1606		0.0000	0.0000	0.1789		0.5000	1.0000
173	0.1749		0.0000	0.0000	0.1790		0.5000	1.0000
174	0.1788		0.0000	0.0000	0.1720		0.7500	1.0000
175	0.1604		1.0000	1.0000	0.1720		0.7500	1.0000
176	0.1603		1.0000	1.0000	0.1720		0.7500	1.0000
177	0.1791		0.5000	1.0000	0.1791		0.5000	1.0000
178	0.1601		1.0000	1.0000	0.1792		0.5000	1.0000
179	0.1721		0.0000	0.0000	0.1599		1.0000	1.0000
180	0.1793		0.5000	1.0000	0.1720		0.7500	1.0000
181	0.1720		0.0000	0.0000	0.1842		0.2500	1.0000
182	0.1598		0.0000	0.0000	0.1794		0.5000	1.0000
183	0.1596		1.0000	1.0000	0.1795		0.5000	1.0000
184	0.1614		0.0000	0.0000	0.1593		1.0000	1.0000
185	0.1846		0.2500	1.0000	0.1719		0.7500	1.0000
186	0.1719		0.0000	0.0000	0.1591		1.0000	1.0000
187	0.1719		0.7500	1.0000	0.1719		0.7500	1.0000
188	0.1590		1.0000	1.0000	0.1719		0.7500	1.0000
189	0.1588		0.0000	0.0000	0.1587		1.0000	1.0000
190	0.1719		0.7500	1.0000	0.1585		1.0000	1.0000
191	0.1589		0.0000	0.0000	0.1584		1.0000	1.0000
192	0.1584		1.0000	1.0000	0.1719		0.7500	1.0000
193	0.1719		0.7500	1.0000	0.1802		0.5000	1.0000
194	0.1726		0.0000	0.0000	0.1719		0.7500	1.0000
195	0.1719		0.7500	1.0000	0.1576		1.0000	1.0000
196	0.1718		0.7500	1.0000	0.1718		0.7500	1.0000
197	0.1804		0.0000	0.0000	0.1718		0.7500	1.0000
198	0.1574		1.0000	1.0000	0.1573		1.0000	1.0000
199	0.1573		0.0000	0.0000	0.1718		0.7500	1.0000
200	0.1718		0.7500	1.0000	0.1718		0.7500	1.0000
201	0.1718		0.0000	0.0000	0.1808		0.5000	1.0000
202	0.1808		0.5000	1.0000	0.1809		0.5000	1.0000
203	0.1718		0.7500	1.0000	0.1718		0.7500	1.0000
204	0.1566		0.0000	0.0000	0.1718		0.7500	1.0000
205	0.1810		0.5000	1.0000	0.1810		0.5000	1.0000
206	0.1564		1.0000	1.0000	0.1811		0.5000	1.0000
207	0.1811		0.5000	1.0000	0.1561		1.0000	1.0000
208	0.1718		0.7500	1.0000	0.1718		0.7500	1.0000
209	0.1718		0.0000	0.0000	0.1718		0.7500	1.0000
210	0.1560		1.0000	1.0000	0.1559		1.0000	1.0000
211	0.1559		1.0000	1.0000	0.1717		0.7500	1.0000
212	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
213	0.1717		0.0000	0.0000	0.1815		0.5000	1.0000
214	0.1815		0.5000	1.0000	0.1554		1.0000	1.0000
215	0.1554		1.0000	1.0000	0.1717		0.7500	1.0000
216	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
217	0.1551		0.0000	0.0000	0.1717		0.7500	1.0000
218	0.1782		0.0000	0.0000	0.1717		0.7500	1.0000
219	0.1801		0.0000	0.0000	0.1819		0.5000	1.0000
220	0.1819		0.5000	1.0000	0.1717		0.7500	1.0000
221	0.1819		0.5000	1.0000	0.1717		0.7500	1.0000
222	0.1887		0.2500	1.0000	0.1547		1.0000	1.0000
223	0.1595		0.0000	0.0000	0.1717		0.7500	1.0000
224	0.1717		0.0000	0.0000	0.1717		0.7500	1.0000
225	0.1887		0.2500	1.0000	0.1717		0.7500	1.0000
226	0.1819		0.5000	1.0000	0.1819		0.5000	1.0000
227	0.1717		0.7500	1.0000	0.1548		1.0000	1.0000
228	0.1717		0.0000	0.0000	0.1717		0.7500	1.0000
229	0.1562		0.0000	0.0000	0.1818		0.5000	1.0000
230	0.1717		0.7500	1.0000	0.1548		1.0000	1.0000
231	0.1818		0.5000	1.0000	0.1717		0.7500	1.0000
232	0.1717		0.7500	1.0000	0.1548		1.0000	1.0000
233	0.1818		0.0000	0.0000	0.1717		0.7500	1.0000
234	0.1577		0.0000	0.0000	0.1549		1.0000	1.0000
235	0.1549		1.0000	1.0000	0.1818		0.5000	1.0000
236	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
237	0.1717		0.0000	0.0000	0.1717		0.7500	1.0000
238	0.1887		0.0000	0.0000	0.1819		0.5000	1.0000
239	0.1747		0.0000	0.0000	0.1717		0.7500	1.0000
240	0.1547		1.0000	1.0000	0.1819		0.5000	1.0000
241	0.1793		0.0000	0.0000	0.1547		1.0000	1.0000
242	0.1887		0.2500	1.0000	0.1547		1.0000	1.0000
243	0.1812		0.0000	0.0000	0.1547		1.0000	1.0000
244	0.1556		0.0000	0.0000	0.1717		0.7500	1.0000
245	0.1547		1.0000	1.0000	0.1717		0.7500	1.0000
246	0.1819		0.5000	1.0000	0.1717		0.7500	1.0000
247	0.1717		0.7500	1.0000	0.1819		0.5000	1.0000
248	0.1819		0.5000	1.0000	0.1819		0.5000	1.0000
249	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
250	0.1819		0.5000	1.0000	0.1547		1.0000	1.0000
251	0.1718		0.0000	0.0000	0.1717		0.7500	1.0000
252	0.1547		1.0000	1.0000	0.1819		0.5000	1.0000
253	0.1819		0.5000	1.0000	0.1717		0.7500	1.0000
254	0.1547		1.0000	1.0000	0.1717		0.7500	1.0000
255	0.1717		0.7500	1.0000	0.1819		0.5000	1.0000
256	0.1546		1.0000	1.0000	0.1717		0.7500	1.0000
257	0.1857		0.0000	0.0000	0.1717		0.7500	1.0000
258	0.1545		1.0000	1.0000	0.1717		0.7500	1.0000
259	0.1544		1.0000	1.0000	0.1543		1.0000	1.0000
260	0.1717		0.7500	1.0000	0.1822		0.5000	1.0000
261	0.1822		0.5000	1.0000	0.1717		0.7500	1.0000
262	0.1541		1.0000	1.0000	0.1823		0.5000	1.0000
263	0.1717		0.0000	0.0000	0.1717		0.7500	1.0000
264	0.1725		0.0000	0.0000	0.1824		0.5000	1.0000
265	0.1824		0.5000	1.0000	0.1717		0.7500	1.0000
266	0.1717		0.7500	1.0000	0.1896		0.2500	1.0000
267	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
268	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
269	0.1826		0.0000	0.0000	0.1717		0.7500	1.0000
270	0.1825		0.5000	1.0000	0.1717		0.7500	1.0000
271	0.1699		0.0000	0.0000	0.1717		0.7500	1.0000
272	0.1825		0.5000	1.0000	0.1717		0.7500	1.0000
273	0.1825		0.5000	1.0000	0.1717		0.7500	1.0000
274	0.1713		0.0000	0.0000	0.1824		0.5000	1.0000
275	0.1538		1.0000	1.0000	0.1717		0.7500	1.0000
276	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
277	0.1896		0.2500	1.0000	0.1717		0.7500	1.0000
278	0.1824		0.5000	1.0000	0.1538		1.0000	1.0000
279	0.1538		0.0000	0.0000	0.1538		1.0000	1.0000
280	0.1717		0.7500	1.0000	0.1824		0.5000	1.0000
281	0.1824		0.5000	1.0000	0.1717		0.7500	1.0000
282	0.1823		0.0000	0.0000	0.1717		0.7500	1.0000
283	0.1542		0.0000	0.0000	0.1717		0.7500	1.0000
284	0.1894		0.2500	1.0000	0.1894		0.2500	1.0000
285	0.1717		0.7500	1.0000	0.1540		1.0000	1.0000
286	0.1894		0.2500	1.0000	0.1893		0.2500	1.0000
287	0.1540		0.0000	0.0000	0.1717		0.7500	1.0000
288	0.1717		0.0000	0.0000	0.1717		0.7500	1.0000
289	0.1717		0.0000	0.0000	0.1822		0.5000	1.0000
290	0.1717		0.7500	1.0000	0.1822		0.5000	1.0000
291	0.1822		0.5000	1.0000	0.1717		0.7500	1.0000
292	0.1718		0.0000	0.0000	0.1542		1.0000	1.0000
293	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
294	0.1731		0.0000	0.0000	0.1717		0.7500	1.0000
295	0.1717		0.7500	1.0000	0.1822		0.5000	1.0000
296	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
297	0.1717		0.7500	1.0000	0.1543		1.0000	1.0000
298	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
299	0.1839		0.0000	0.0000	0.1543		1.0000	1.0000
300	0.1717		0.7500	1.0000	0.1821		0.5000	1.0000
301	0.1773		0.0000	0.0000	0.1544		1.0000	1.0000
302	0.1821		0.5000	1.0000	0.1717		0.7500	1.0000
303	0.1744		0.0000	0.0000	0.1820		0.5000	1.0000
304	0.1820		0.5000	1.0000	0.1820		0.5000	1.0000
305	0.1820		0.5000	1.0000	0.1717		0.7500	1.0000
306	0.1627		0.0000	0.0000	0.1717		0.7500	1.0000
307	0.1818		0.0000	0.0000	0.1819		0.5000	1.0000
308	0.1819		0.0000	0.0000	0.1717		0.7500	1.0000
309	0.1934		0.0000	0.0000	0.1550		1.0000	1.0000
310	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
311	0.1717		0.7500	1.0000	0.1817		0.5000	1.0000
312	0.1817		0.5000	1.0000	0.1717		0.7500	1.0000
313	0.1706		0.0000	0.0000	0.1816		0.5000	1.0000
314	0.1717		0.7500	1.0000	0.1553		1.0000	1.0000
315	0.1882		0.2500	1.0000	0.1717		0.7500	1.0000
316	0.1553		1.0000	1.0000	0.1717		0.7500	1.0000
317	0.1717		0.7500	1.0000	0.1815		0.5000	1.0000
318	0.1554		1.0000	1.0000	0.1717		0.7500	1.0000
319	0.1717		0.0000	0.0000	0.1554		1.0000	1.0000
320	0.1815		0.5000	1.0000	0.1815		0.5000	1.0000
321	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
322	0.1554		1.0000	1.0000	0.1717		0.7500	1.0000
323	0.1554		1.0000	1.0000	0.1717		0.7500	1.0000
324	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
325	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
326	0.1816		0.5000	1.0000	0.1553		1.0000	1.0000
327	0.1553		1.0000	1.0000	0.1717		0.7500	1.0000
328	0.1717		0.7500	1.0000	0.1552		1.0000	1.0000
329	0.1816		0.5000	1.0000	0.1552		1.0000	1.0000
330	0.1717		0.7500	1.0000	0.1816		0.5000	1.0000
331	0.1559		0.0000	0.0000	0.1552		1.0000	1.0000
332	0.1883		0.2500	1.0000	0.1717		0.7500	1.0000
333	0.1610		0.0000	0.0000	0.1817		0.5000	1.0000
334	0.1586		0.0000	0.0000	0.1717		0.7500	1.0000
335	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
336	0.1551		1.0000	1.0000	0.1550		1.0000	1.0000
337	0.1717		0.0000	0.0000	0.1717		0.7500	1.0000
338	0.1735		0.0000	0.0000	0.1818		0.5000	1.0000
339	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
340	0.1818		0.5000	1.0000	0.1717		0.7500	1.0000
341	0.1548		1.0000	1.0000	0.1717		0.7500	1.0000
342	0.1817		0.0000	0.0000	0.1819		0.5000	1.0000
343	0.1548		1.0000	1.0000	0.1717		0.7500	1.0000
344	0.1698		0.0000	0.0000	0.1887		0.2500	1.0000
345	0.1819		0.5000	1.0000	0.1717		0.7500	1.0000
346	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
347	0.1717		0.7500	1.0000	0.1717		0.7500	1.0000
348	0.1547		0.0000	0.0000	0.1819		0.5000	1.0000
349	0.1751		0.0000	0.0000	0.1547		1.0000	1.0000
350	0.1819		0.5000	1.0000	0.1547		1.0000	1.0000
351	0.1810		0.0000	0.0000	0.1547		1.0000	1.0000
352	0.1558		0.0000	0.0000	0.1546		1.0000	1.0000
353	0.1546		1.0000	1.0000	0.1717		0.7500	1.0000
354	0.1647		0.0000	0.0000	0.1546		1.0000	1.0000
355	0.1717		0.7500	1.0000	0.1820		0.5000	1.0000
356	0.1820		0.0000	0.0000	0.1820		0.5000	1.0000
357	0.1545		1.0000	1.0000	0.1820		0.5000	1.0000
358	0.1717		0.7500	1.0000	0.1820		0.5000	1.0000
359	0.1779		0.0000	0.0000	0.1545		1.0000	1.0000
360	0.1717		0.7500	1.0000	0.1545		1.0000	1.0000
361	0.1545		0.0000	0.0000	0.1820		0.5000	1.0000
362	0.1820		0.0000	0.0000	0.1717		0.7500	1.0000
